title,text,subject,date
"Clinton, Obama pledge unity behind Trump presidency","(Reuters) - Republican Donald Trump put aside the celebrations and focused on Wednesday on his 73-day transition to the White House as rival Hillary Clinton promised to bury the bitterness of their long presidential race and work to unify a divided country. After Trump’s stunning upset of the heavily favored Clinton, Democratic President Barack Obama and leading figures in the Republican Party who had struggled to make peace with Trump all vowed to move past the campaign ugliness. “Donald Trump is going to be our president. We owe him an open mind and the chance to lead,” Clinton, the Democratic nominee, said in a concession speech in New York, joined by her husband, former President Bill Clinton, and daughter Chelsea. While her loss was painful “and it will be for a long time,” she had offered to work with Trump as he prepares to begin his four-year term on Jan. 20, Clinton told supporters. A wealthy New York real estate developer and former reality TV host, Trump rode a wave of anger toward Washington insiders to win Tuesday’s election against Clinton. A former first lady, U.S. senator and secretary of state, Clinton also ran for president in 2008. Obama, who campaigned hard against Trump, invited him to the White House for a meeting on Thursday after a brutal night for the Democratic Party, which also fell short of recapturing majorities in both chambers of Congress. “We are now all rooting for his success in uniting and leading the country,” Obama said at the White House, adding he and his staff would work with Trump to ensure a successful transition. “We are not Democrats first, we are not Republicans first, we are Americans first.” But reflecting the bitterness of a long election campaign that often focused more on character than on policy, scattered anti-Trump protests broke out across the country, including in New York and Chicago, with demonstrators denouncing Trump’s campaign rhetoric about immigrants, Muslims and other groups. Thousands of protesters thronged Midtown Manhattan and marched toward Trump Tower on Wednesday evening, while at a park farther downtown, hundreds of people shouted: “Not my president.” In Chicago, thousands gathered outside the Trump International Hotel and Tower downtown while chanting phrases like “No Trump! No KKK! No racist USA.” Trump and his senior aides met at Trump Tower in New York  to begin the transition. “They are hunkered down in meetings, plotting the next steps, the transition, the first 100 days, key staff positions,” said a source close to Trump’s campaign. Potential choices for his administration included Republican figures who eagerly supported Trump even when he faced opprobrium from other senior Republicans. Possible names included Republican National Committee chair Reince Priebus as White House chief of staff, RNC spokesman Sean Spicer as White House spokesman, U.S. Senators Jeff Sessions and Bob Corker in possible roles as secretary of state or defense secretary, and former House of Representatives Speaker Newt Gingrich as secretary of state, a source close to the campaign said. Trump will enjoy Republican majorities in both chambers of the U.S. Congress that could help him implement his legislative agenda and appoint a Supreme Court justice to fill the vacancy created by the death of conservative Justice Antonin Scalia. In the Senate, Democrats secured a second gain on Wednesday, when Republican Senator Kelly Ayotte conceded defeat in New Hampshire to challenger Maggie Hassan, the state’s Democratic governor. But the Republicans retained their majority. “Now, Donald Trump will lead a unified Republican government and we will work hand-in-hand on a positive agenda to tackle this country’s big challenges,” House of Representatives Speaker Paul Ryan, who had a strained relationship with Trump, told reporters, saying Trump had earned a mandate in the election. In an Oct. 25 Reuters interview, Trump said his top priorities when he took office would be building stronger borders, repealing Obama’s national healthcare plan, aiding military veterans and working to create more jobs. In his victory speech early on Wednesday, he also promised to embark on a project to rebuild American infrastructure and to double U.S. economic growth. Republican Senate leader Mitch McConnell said on Wednesday that repealing the healthcare plan known as Obamacare would be a “pretty high item” on the agenda. House Democratic leader Nancy Pelosi said in a statement that she spoke to Trump about passing a “robust” jobs bill. Worried that a Trump victory could cause economic and global uncertainty, investors initially fled stocks worldwide, but Wall Street made a dramatic turnaround and the U.S. dollar hit its highest level against the Japanese yen in nearly four months.  The Mexican peso recouped some losses after falling to a record low. The currency has been vulnerable to Trump’s threats to rip up a free trade agreement with Mexico and to tax money sent home by migrants to pay to build a border wall. Speaking to cheering supporters after his victory, Trump said it was time to heal divisions. “It is time for us to come together as one united people,” Trump said. “I will be president for all Americans,” he said, praising Clinton for her service. His comments departed sharply from his campaign rhetoric in which he repeatedly branded Clinton as “Crooked Hillary” amid supporters’ chants of “lock her up.” Trump’s campaign manager, Kellyanne Conway, did not rule out on Wednesday the appointment of a special prosecutor to investigate Clinton’s past conduct, a threat Trump made in an election debate last month. Obama spokesman Josh Earnest said the White House hoped the tradition of not using the criminal justice system to exact revenge on political opponents would continue under Trump. Senior House Republican Jason Chaffetz plans to continue investigating Clinton’s use of a private rather than government email server while she was secretary of state, a Chaffetz aide said. FBI Director James Comey has said a year-long probe by the agency into the setup revealed nothing to merit criminal charges.     Despite losing the state-by-state electoral battle that determines the U.S. presidency, Clinton narrowly led Trump in the nationwide popular vote, according to U.S. media tallies. Fueling his upset win was Trump’s avid support among white non-college educated workers. He ran up big leads in rural areas, beating Clinton by 27 percentage points among voters outside of urban areas, a Reuters/Ipsos Election Day poll found. While Clinton, 69, won Hispanics and black and young voters, she did not win those groups by greater margins than Obama did in 2012. Younger blacks did not support Clinton like they did Obama. She won eight of 10 black voters between the ages of 35 and 54. Obama won almost 100 percent of those voters in 2012. At 70, Trump will be the oldest first-term U.S. president. The presidency will be Trump’s first elected office, and it remains to be seen how he will work with Congress. During the campaign, Trump was the target of sharp disapproval, not just from Democrats but from many in his own party. Foreign leaders pledged to work with Trump, but some officials expressed alarm the vote could mark the end of an era in which Washington promoted democratic values and was seen by its allies as a guarantor of peace. During the campaign, Trump expressed admiration for Russian President Vladimir Putin, questioned central tenets of the NATO military alliance and suggested that Japan and South Korea should develop nuclear weapons to shoulder their own defense burden. Russia and Putin appeared to be winners from Trump’s victory. Defying years of U.S. foreign policy orthodoxy, the Republican had promised much warmer relations with Moscow, despite Russia’s intervention in the Syrian civil war and its seizure of Ukraine’s Crimea region.  Russia’s parliament erupted in applause after a lawmaker announced that Trump had been elected, and Putin told foreign ambassadors he was ready to fully restore ties with Washington. Russia is hoping that improved relations could yield an elusive prize: the lifting or easing of sanctions imposed by the United States and the European Union to punish Moscow for its 2014 annexation of Crimea and support for separatists in eastern Ukraine.  Israeli Prime Minister Benjamin Netanyahu, who sparred with Obama, spoke by phone to Trump, who proposed they meet “at the first opportunity,” Netanyahu’s office said. Chinese President Xi Jinping said Beijing and Washington shared responsibility for promoting global development and prosperity. Iran urged Trump to stay committed to the nuclear accord between Tehran and world powers, which Trump has sharply criticized. Several authoritarian and right-wing leaders hailed Trump’s victory. Other officials abroad, some with senior roles in government, took the unusual step of denouncing the outcome, calling it a worrying signal for liberal democracy and tolerance in the world. “Trump is the pioneer of a new authoritarian and chauvinist international movement. He is also a warning for us,” German Vice Chancellor Sigmar Gabriel said in an interview with the Funke newspaper group. U.S. neighbor Mexico was pitched into deep uncertainty by the victory for Trump, who has often accused it of stealing U.S. jobs and sending criminals across the U.S. border. Trump campaigned on a pledge to take the country on a more isolationist, protectionist “America First” path.  He wants to rewrite international trade deals to reduce trade deficits and has taken positions that raise the possibility of damaging relations with America’s most trusted allies in Europe, Asia and the Middle East. ",politicsNews,7-Nov-16
Trump to name ex-Georgia Governor Perdue as agriculture secretary,"WASHINGTON (Reuters) - U.S. President-elect Donald Trump will name former Georgia Governor Sonny Perdue as his nominee for secretary of agriculture on Thursday, a senior transition official said on Wednesday. Perdue, 70, served on Trump’s agricultural advisory committee during his presidential campaign. His nomination, which must be confirmed by the Republican-led Senate, will complete Trump’s proposed cabinet just before he is sworn in as president on Friday. By nominating a former governor from a Southern state, Trump eschewed candidates from major Farm Belt states in the Midwest that produce the bulk of crops such as corn, soybeans and wheat which dominate agriculture exports. Georgia is a key producer of crops such as cotton and peanuts. While Georgia governor, Perdue had to handle a severe drought in 2007, during which he took steps to cut water usage and at one point led a service outside the state capitol to pray for rain. Perdue, a Republican, was elected twice as governor, serving from 2003 to 2011. Before that, he was in the state senate representing a rural swath of the state about 100 miles (160 km) south of Atlanta. He switched political parties from Democratic to Republican in 1998 amid redistricting in the state and shifting demographics. Trump received strong support from the agricultural community as the farm economy slumped amid falling prices for key commodities. Ron Moore, president of the American Soybean Association (ASA), said he thought Perdue would support agriculture exports. “I think he will be very much in favor of trade,” Moore said in a telephone interview. The ASA, with 15 other farm groups,  this month urged the incoming administration to “protect and enhance” agricultural trade and its impact on the rural economy. Trade, a signature issue during the campaign in which Trump accused China of unfair practices, is critical for the farm economy. U.S. farm and food exports to China were more than $20.2 billion in 2015.  Prices for soybeans rose 16.2 percent during 2016 on strong demand from China, which buys nearly 30 percent of the U.S. crop. Soybean exports helped boost U.S. gross domestic product in the third quarter. Some farmers are concerned that Trump’s criticism of China could lead to deteriorating trade relations and put exports at risk. An influential Chinese state-run newspaper warned this week that U.S. agricultural imports and U.S. aircraft manufacturer Boeing Co could be targets for retaliation in any trade war ushered in by Trump. Zippy Duvall, president of the American Farm Bureau, praised Perdue as a strong voice. But environmental groups opposed the nominee. “Farmers need a champion in the USDA who will fight for conservation programs to help farmers be more resilient in the face of extreme weather, not pray for rain,” Kari Hamerschlag, deputy director of food and technology at Friends of the Earth, said in a statement. After finishing his second term as governor, Perdue founded Perdue Partners, a global trading firm that consults and provides services for companies looking to export products. His cousin David Perdue is serving his first term representing Georgia in the U.S. Senate. The nominee is not related to chicken magnate Frank Perdue. ",politicsNews,19-Jan-17
"Five militants, two soldiers, killed in Egypt's Sinai","CAIRO (Reuters) - Five militants and two soldiers were killed on Wednesday in clashes that followed a failed attack on a security checkpoint in Egypt s strife-torn North Sinai province, a military spokesman said. Troops were seeking some of the militants who fled the scene during the clashes, the spokesman said in a statement.   One of the militants, wearing an explosive vest, attempted to raid one of the security checkpoints and due to the vigilance of the security forces the terrorist was killed while the rest of the militants were dealt with,  he said.  Islamic State claimed responsibility for the attack, with its news agency Amaq saying one of its militants had set off a suicide vest at a security checkpoint. An Islamist insurgency in North Sinai has gathered pace since mid-2013 when the military ousted Islamist president Mohamed Mursi after mass protests against his rule and the group leading it pledged allegiance to Islamic State a year later. Hundreds of soldiers and police have been killed since and in recent months the attacks extended to Coptic Christians, who make up 10 percent of Egypt s 90 million population. ",worldnews,13-Sep-17
Trump campaign manager will not be prosecuted on battery charge: Politico,"(Reuters) - Republican presidential candidate Donald Trump’s campaign manager, who was charged in Florida last month with battery on a reporter, will not be prosecuted, Politico reported on Wednesday, citing sources with knowledge of the situation. Corey Lewandowski was charged with intentionally grabbing and bruising the arm of Michelle Fields, then a reporter for the conservative news outlet Breitbart, when she tried to question Trump at a campaign event on March 8. Palm Beach County State Attorney David Aronberg is scheduled to announce the decision not to press charges against Lewandowski on Thursday afternoon, Politico said. ",politicsNews,13-Apr-16
South Africa's Zuma says Zimbabwe takeover should not lead to unconstitutional government,"JOHANNESBURG (Reuters) - South African President Jacob Zuma expressed hope on Wednesday that there would not be unconstitutional changes of government in Zimbabwe after the military seized power in Harare. Zuma also called for the Zimbabwean government and army to resolve their differences amicably and said the Southern African Development Community, on whose behalf Zuma was speaking, was ready to help resolve the impasse in Zimbabwe. ",worldnews,15-Nov-17
"Tillerson to discuss North Korea crisis, trade in China","WASHINGTON (Reuters) - U.S. Secretary of State Rex Tillerson will visit China this week for talks that will include the crisis over North Korea s nuclear and missile programs and trade, the State Department said on Tuesday. Tillerson s trip, from Sept. 28 to 30, will also lay the groundwork for President Donald Trump s visit to China in November, State Department spokeswoman Heather Nauert said. Tillerson s visit comes at a time of high tension between the United States and North Korea, China s neighbor and ally, which is working to develop nuclear-tipped missiles capable of reaching the U.S. mainland. President Donald Trump warned North Korea on Tuesday that any U.S. military option against North Korea would be  devastating  for Pyongyang, but said the use of force was not Washington s first option. China has urged a return to dialogue. Nauert called China s steps to implement tougher U.N. sanctions on North Korea after its recent missile and nuclear tests  significant.   We have a good relationship with China,  she told a regular news briefing, adding that this was evidenced by what would be Tillerson s second visit to China in nine months in office.   China has taken enormous steps in the right direction. There is always more that countries can do, but at this point we want to thank China for the steps it has taken in the right direction.  In Beijing on Wednesday, asked for details of Tillerson s visit, Chinese Foreign Ministry spokesman Lu Kang told a regular news briefing only that he would meet China s top diplomat, Yang Jiechi, and Foreign Minister Wang Yi. While backing U.N. sanctions, China, North Korea s main trading partner, opposes unilateral U.S. steps and has been worried Washington might move to freeze its banks out of the global financial system unless they cut ties to Pyongyang. On Tuesday, the U.S. Treasury announced sanctions against 26 more individuals as part of its non-proliferation designations for North Korea, as well as nine North Korean banks, including some with ties to China. Tillerson s visit to Beijing follows one by U.S. Commerce Secretary Wilbur Ross, who said on Monday China needed to guarantee fair and reciprocal treatment for U.S. firms, as he tried to strike an upbeat tone amid bilateral trade tension. China-U.S. ties have been strained by Trump s criticism of China s trade practices and by demands that Beijing do more on  North Korea. Chinese President Xi Jinping and Trump met for the first time at Trump s Mar-a-Lago estate in Florida in April. Trump has since played up his personal relationship with Xi, even while criticizing China over North Korea and trade. In August, Trump authorized an inquiry into China s alleged theft of intellectual property - his first direct trade measure against Beijing, a move China called  irresponsible.  ",worldnews,26-Sep-17
French police find more explosives after raid near Paris,"PARIS (Reuters) - French police unearthed a second stash of explosive materials near Paris on Thursday after a similar find in a nearby suburb on Wednesday, a justice official said as three suspects were questioned by anti-terrorism investigators. Thursday s swoop was carried out at a garage rented by one of the three detained in the wake of Wednesday s raid on an apartment in Villejuif, on the southern edge of the French capital, the source said. Materials used to produce TATP, an explosive often used by suicide bombers, were found at the flat after a plumber phoned  police to report suspect activity there, Interior Minister Gerard Collomb said.  Two people in their 30s and 40s were arrested in the immediate wake of Wednesday s raid, said Collomb, who added that the suspects were being questioned on suspicion of terrorist activity despite talking of a bank heist. A third man was arrested overnight, a source said.  Those under investigation spoke of wanting to blow up a bank with the TATP but they way we see it is they have links with terrorism, and this is the channel of investigation,  Collomb told public radio station franceinfo. That line of inquiry was prompted by information found in telephone communications after the raid, he added. The minister spoke before developments later in the day in which police found explosive materials at a garage in Thiais, southeast of Paris.  More than 230 people have been killed by Islamist-inspired attackers in the past three years in France, which along with the United States and other countries are bombing Islamic State bases in Iraq and Syria. TATP, an unstable explosive, has been used by militants in several attacks in western Europe in recent years, including Manchester in May, Brussels in 2016 and Paris in 2015. ",worldnews,7-Sep-17
Pence not offended by comments to him at 'Hamilton' show,"WASHINGTON (Reuters) - U.S. Vice President-elect Mike Pence said on Sunday he was not offended by rare and pointed comments made to him by a cast member of “Hamilton” after he attended the hit Broadway show. “I wasn’t offended,” Pence said on “Fox News Sunday,” declining to ask for an apology as President-elect Donald Trump had demanded.  Pence acknowledged that many Americans were disappointed and anxious after Trump’s surprise Nov. 8 election victory following a raucous campaign, but he sought to reassure Americans that Trump would be a president “for all Americans.” After the show on Friday evening, Brandon Victor Dixon, who plays America’s third vice president, Aaron Burr, read a statement directed at Pence, who was in the audience, while standing in front of the cast in full costume. “We, sir - we - are the diverse America who are alarmed and anxious that your new administration will not protect us, our planet, our children, our parents, or defend us and uphold our inalienable rights,” Dixon said. Pence sought to address Dixon’s concerns, telling CBS in a separate interview that Trump has “a great heart. He’s got heart for the American people” and wanted to reassure “anyone, including the actor who spoke that night, that President-elect Donald Trump is going to be president of all the people.” Trump criticized the cast in a series of tweets on Saturday and again on Sunday.  “The Theater must always be a safe and special place. The cast of Hamilton was very rude last night to a very good man, Mike Pence. Apologize!” Trump wrote on Twitter on Saturday, taking time out from his search for appointees to his incoming administration.  “Our wonderful future V.P. Mike Pence was harassed last night at the theater by the cast of Hamilton, cameras blazing. This should not happen!” Pence praised the hit show and urged people to see it. Trump called the sold-out show “highly overrated” Sunday. Pence noted that there were some boos and cheers when he arrived at the theater. He recalled telling his family of the response: “That’s what freedom sounds like.” “Hamilton” is a hip-hop-infused musical that tells the story of Alexander Hamilton, a penniless immigrant who rose to become the right-hand man of General George Washington, as well as a key figure in the creation of the U.S. financial system and the creator of the U.S. Coast Guard. He was killed in an 1804 duel with Burr. ",politicsNews,20-Nov-16
Britain's May presses Northern Ireland leaders to restore power-sharing government,"LONDON (Reuters) - British Prime Minister Theresa May has spoken with the leaders of Northern Ireland s two main parties to press them to restore a power-sharing government that collapsed in January. Northern Ireland s Democratic Unionist Party (DUP) and its nationalist rivals Sinn Fein have failed so far to agree on how to reform the devolved administration, limiting the province s influence in Brexit negotiations. A government spokeswoman said on Wednesday that May had made separate phone calls to DUP leader Arlene Foster and the leader of Sinn Fein in Northern Ireland, Michelle O Neill, to make clear  the importance of restoring a power-sharing executive to Northern Ireland as soon as possible .  They discussed key outstanding issues that remain for both parties and the prime minister encouraged both leaders to come to an agreement soon in the interests of everyone in Northern Ireland.  ",worldnews,13-Sep-17
Trump floats ban on defense firms hiring military procurement officials,"BATON ROUGE, La./WASHINGTON (Reuters) - U.S. President-elect Donald Trump on Friday said he was considering imposing a lifetime ban on U.S. military procurement officials going to work for defense contractors, a move that could dramatically reshape the defense industry. Three days after publicly rebuking Boeing Co over the cost of the next-generation Air Force One presidential aircraft, Trump floated the idea of such a ban at a rally for Republican supporters in Baton Rouge, Louisiana. “I think anybody that gives out these big contracts should never ever, during their lifetime, be allowed to work for a defense company, for a company that makes that product,” Trump said. “I don’t know, it makes sense to me.” He added that he “got the idea yesterday” as he thought about “massive” cost overruns for military equipment but needed to “check this out” first before making any decisions. Trump said such a ban would make “a big, big difference because the purchasing in this country is out of control, for everything, not only military.” The president-elect’s idea was met with deep skepticism within the U.S. defense establishment Procurement and weapons program management jobs have long been a good alternative career path within the Pentagon for military officers who did not win coveted command jobs. A U.S. defense official, speaking to Reuters on condition of anonymity, said such a ban would likely discourage people from taking procurement jobs in the Pentagon and cause more attrition. “The reason a lot of people go in and stay in is because it makes for a nice transition later to a civilian job. It could make people want to avoid that,” the official said after being asked about Trump’s announcement. Current rules prohibit Pentagon employees from working on the same acquisition matter in the private sector, said Andrew Hunter, a former Pentagon official now at the Center of Strategic and International Studies, a Washington think tank. But an industry-wide ban on hiring former Pentagon officials could backfire badly, he said. “No one is going to want to take those jobs. You’re going to have the worst of the worst, because no one with any particular talent is going to want a career where they are going to be banned for life for doing what they were trained to do,” said Hunter, who is director of the center’s Defense-Industrial Initiatives Group. Congressional aides also told Reuters they were skeptical that such a ban could be enacted. Trump singled out Lockheed Martin’s F-35 stealth fighter jet program for criticism at the Louisiana rally, saying it was “totally, totally, like, uncontrollably over budget.” The F-35 is the Pentagon’s costliest arms program. The Defense Department expects to spend $391 billion to develop the plane and buy 2,443 of the supersonic, stealthy new warplanes in the coming decades. Costs per plane are expected to fall below $100 million as production ramps up. ",politicsNews,9-Dec-16
China's probes of rights lawyers 'alarming': Human Rights Watch,"BEIJING (Reuters) - China has launched more rigorous investigations into the activities and finances of rights lawyers and law firms that take on politically sensitive issues, Human Rights Watch said on Tuesday, in its multi-year campaign to stifle dissent. China has arrested, jailed or detained thousands of rights lawyers and activists since President Xi Jinping launched a sweeping crackdown in the summer of 2015. Judicial officials and police are investigating the cases and finances at seven law firms that often work on rights abuses, lawyers at the firms told the New York-based Human Rights Watch. With unusually high-level officials performing scrutiny on site for days, the duration of investigations has exceeded that of previous regular checks on such firms, it added.   While China s human rights lawyers are no strangers to official harassment, these sudden, invasive probes send an alarming message,  Sophie Richardson, the group s Washington-based China director, said in a statement. China s justice ministry did not immediately respond to a faxed request for comment from Reuters. China has defended the new measures against critics by saying it is a country with the rule of law, and that those found guilty are criminals who damaged social stability and endangered national security.  There has been an open attack on rights lawyers under Xi, and the probes should be considered in the context of the attack,  said Maya Wang, a China researcher for HRW based in Hong Kong.  It is meant to tell lawyers that this is not over, that they had better be on their best behavior for the 19th Party Congress,  Wang said, referring to a five-yearly leadership reshuffle of the ruling Communist Party set to begin on Oct. 18. Political checks and requirements for law firms have also been tightened under Xi, making it harder for lawyers to take sensitive cases, activists say, especially as law firms can be held jointly accountable for individual violations. Chinese law firms are required to explicitly support the party and to set up an internal party branch, while lawyers are banned from expressing opinions that endanger national security or reject China s political system. In the run-up to the party congress, Xi has also urged public security officials to ensure stability and maintain the party s authority and unified leadership. [nL4N1M11EY] ",worldnews,20-Sep-17
Thai junta sets firm date for election after many false starts,"BANGKOK (Reuters) - Thailand will hold a general election in November 2018, Prime Minister Prayuth Chan-ocha said on Tuesday, the most precise date he has given yet for the vote since taking power in a 2014 military coup. Prayuth, head of the ruling junta, said the exact date would be announced in June 2018. The junta has announced election dates at least two times in the past, only to push them back later, citing concerns such as changes to the constitution and security issues.  Around June we will announce the date for the next election,  Prayuth told reporters at Bangkok s Government House.  In November we will have an election.  Former army chief Prayuth, who led the May 2014 coup widely criticized by Western nations, said it was necessary to end a decade of political turbulence and root out corruption. In April, King Maha Vajiralongkorn signed into law a military-backed constitution that kickstarts the process for an election the junta has promised will restore democracy. The new charter provides for a proportional voting system likely to reduce the influence of major political parties, which critics say aims to strengthen the role of the military.  Analysts expect political activities to resume slowly after the funeral of King Bhumibol Adulyadej this month ends a year of mourning for a monarch many Thais saw as a father figure.   Prayuth wants to delay the election but he knows that after the king s cremation, there will be pressure for an election,  said Kan Yuenyong of the Siam Intelligence Unit think tank.  This announcement for the election in November next year will act to reduce that pressure, because if not, there could be chances for protests,  he told Reuters. Thailand s main stock index rose 0.7 percent after the news, having opened Tuesday down 0.3 percent. The government has faced increasing pressure to lift a ban on political activities levied soon after the coup. Prayuth will consider lifting the ban  at an appropriate time , he told reporters, without giving details. The junta had initially promised an election in 2015, after seizing power from the government of Prime Minister Yingluck Shinawatra, sister of Thaksin Shinawatra. Thaksin s governments, or those backed by him, have won every election since 2001, partly because of their overwhelming popularity with politically-powerful rural voters. But the Shinawatras made enemies, including those among the military-backed establishment who accused Thaksin and his allies of corruption.  Thaksin was ousted in 2006 and lives abroad in self-imposed exile. Yingluck followed suit in August, when she fled Thailand ahead of the verdict in a criminal case.  Some politicians expressed skepticism over the election date.  It isn t really believable, because they have changed it many times,  said Chaturon Chaisang, a member of Thaksin s Puea Thai Party. Ong-art Klampaiboon, deputy leader of the Democrat Party, Puea Thai s biggest competitor, welcomed the news.  The election date creates clarity,  Ong-art said.  This should be good for the country and the people.  ",worldnews,10-Oct-17
Pro-Trump groups take no prisoners in rush to help an embattled president,"WASHINGTON (Reuters) - Flush with cash, political groups outside the White House are aggressively coming to President Donald Trump’s aid as he battles low public approval numbers, questions about his election campaign’s ties to Russia and a stalled legislative agenda. Through television attack ads and online campaigns normally seen only during the tumult of an election, the groups are helping Trump to strike back against his perceived enemies and boost his agenda, adding to the firepower of his Twitter account and the bully pulpit of the White House. On Tuesday, one of the groups, America First Policies, launched an attack ad against a senator from Trump’s own Republican Party who had balked at a Senate plan to overhaul healthcare that would leave millions more Americans uninsured. The attack angered Senate leader Mitch McConnell, who is struggling to rustle up the votes for the plan. It is the first time that a U.S. president has had Super PACs - political action committees that can raise unlimited amounts of money and typically operate during elections - or political non-profits, which do not have to disclose their donors or where they spend their money, actively working to support him after the dust of campaigning has cleared.  The pro-Trump groups are prohibited from coordinating with the White House, which declined to comment for this story. The New York Times reported that McConnell had complained to White House chief of staff Reince Priebus about America First Policies’ ad. The group later pulled the ad. America First Policies and the other pro-Trump groups were set up to promote Trump and his legislative agenda - healthcare reform, building a wall along the Mexican border, and pushing for lower taxation and deregulation. They are not allied to the Republican Party, which can pose a problem for Republican leaders as Tuesday’s attack ad showed. With Trump’s approval ratings sagging and his agenda now overshadowed by a federal investigation into his 2016 campaign’s ties to Russia, the groups are pouring resources into protecting Trump’s image, demonizing his opponents and amplifying his message that he is the victim of a witch-hunt. “The establishment is shaken, angry, losing control,” begins another new ad by America First Policies, which says on its website that it is a non-profit organization “supporting key policy initiatives.” Images of the U.S. Capitol, Democratic Senate Minority Leader Chuck Schumer and liberal MSNBC host Rachel Maddow flash in the background.  “Desperately waging an all-out war to protect their interest,” the narrator continues. “They lie, they leak, they leech onto power.” America First Policies is comprised of more traditionally conservative Republicans and was founded after the election by a close ally of Vice President Mike Pence, Nick Ayers.  The group said in a statement their mission was to promote Trump’s agenda and that they were not afraid to push House Republicans through grassroots and advertising to support the healthcare overhaul. The groups’ shift from policy promotion to attack mode, does not surprise Marjorie Hershey, a political science professor at Indiana University. “A lot of research tells us that negative ads tend to be more attention-getting than positive ads, and because Super PACs themselves aren’t on the ballot, they can afford to risk the unsavory reputation that negative advertisers often get,” Hershey said.  Strategists and political scientists say it is hard to know if the groups are actually moving public opinion. But the groups point to their fundraising as evidence of their success – much of it raised not from millionaires, but in small donations from voters. “Great America Alliance” - which was set up as a sister organization to a Super PAC created by Trump supporters Rudy Giuliani and Newt Gingrich - has spent $400,000 on an ad attacking former FBI Director James Comey, the group’s director, Eric Beach, told Reuters.     The video tried to discredit Comey, who was fired by Trump over his handling of the Russia probe, the week he testified before the Senate Intelligence Committee. “Just another DC insider in it for himself,” the ad concludes. The group launched a new ad this week featuring conservative media star Tomi Lahren attacking Robert Mueller, the special counsel now leading the Russia investigation. Mueller is investigating whether Trump may have attempted to obstruct justice by pressuring Comey to drop his inquiry.  On its website the group says its mission is “to advocate for a stronger economy, a more secure nation, and a society with less government intrusion and more freedom for American citizens.” Asked to reconcile its stated mission with the attack ads, the group’s director, Eric Beach, said, “Our goal is to really get on the ground and fight back. Our supporters want to get out there and fight ... the mischaracterization of not just Donald Trump’s rhetoric but also his policies.”  Alison Dagnes, a political science professor at Shippensburg University who specializes in Super PACS, said the well-resourced groups play a key role in spreading Trump’s message that what his supporters are reading or seeing in the media is false.  “They’re saying we see what’s happening now and you shouldn’t believe it.” The Committee to Defend the President, another Super PAC, launched an ad calling on supporters to “defend” Trump. The group’s leader, Ted Harvey, said unfair attacks on Trump had forced his group to shift their focus to defending the president instead of promoting his policies.  “Certainly, I would rather be talking about policies than talking about made-up lies that the Democrats and the mainstream media cabal have put together to discredit the administration from moving forward on its agenda,” said Harvey. (For a graphic on Super PAC spending for Trump versus Obama click tmsnrt.rs/2seIbj1)  ",politicsNews,28-Jun-17
North Carolina governor unwilling to concede in tight race,"WINSTON-SALEM, N.C. (Reuters) - North Carolina Governor Pat McCrory’s campaign criticized his Democratic challenger on Wednesday for claiming victory in the state’s neck-and-neck gubernatorial race, saying tens of thousands of votes had yet to be tallied. Roy Cooper, the state’s attorney general, declared victory after unofficial election results showed him leading the Republican incumbent by fewer than 5,000 votes in the largest of the 12 U.S. states that elected governors on Tuesday. If Cooper’s advantage holds, it would be the only governorship pick-up for Democrats nationally, while Republicans extended their dominance over state executive offices by flipping seats in New Hampshire, Missouri and Vermont. McCrory’s campaign, however, said the outcome of the North Carolina race will not be known until outstanding absentee, military and provisional ballots are counted, a process expected to extend into next week. “Claiming an outcome before the process has concluded is irresponsible and disrespectful to the voters of North Carolina whose voices have yet to be heard,” McCrory campaign strategist Chris LaCivita said in a statement. The campaign and state Republican Party signaled that a legal fight could be ahead, calling into question why some 90,000 early votes in heavily Democratic Durham County were not uploaded until late Tuesday. LaCivita said Republicans had “grave concerns over potential irregularities” in that county. North Carolina Republican Party Chairman Robin Hayes said dozens of lawyers would be deployed across the state to ensure the validity of every vote cast. Democrats said they expected Cooper to maintain his lead. “Last night, the people of North Carolina chose a new governor with new priorities,” Cooper’s campaign spokesman Ford Porter said. The race in North Carolina was seen as effectively serving as a referendum on a state law that bans transgender people from using government-run restrooms that correspond with their gender identity and limits protections for gays and lesbians. McCrory signed the law, known as House Bill 2, and steadfastly supported its bathroom provision despite the economic backlash against the state after it passed in March. Cooper called the measure discriminatory and said it should be repealed. County elections boards will certify Tuesday’s results on Nov. 18, state election officials said. If the race is decided by 10,000 or fewer votes, a candidate may request a recount. ",politicsNews,9-Nov-16
